;competencia;municipio;secao;subclasse;admitidos;desligados;saldo
278717;202008;352590;N;8219999;1;1;0
278911;202008;352590;G;4781400;1;0;1
279051;202008;352590;G;4771701;1;1;0
279739;202008;352590;I;5611201;0;1;-1
279980;202008;352590;S;9603301;2;1;1
280104;202008;352590;H;4930202;1;0;1
280466;202008;352590;L;6821802;0;1;-1
280622;202008;352590;C;1093701;0;1;-1
281042;202008;352590;M;6920601;1;1;0
281613;202008;352590;M;7500100;1;0;1
281640;202008;352590;I;5611201;0;1;-1
281733;202008;352590;G;4744005;0;1;-1
282565;202008;352590;S;9602502;0;1;-1
283149;202008;352590;G;4712100;0;2;-2
283389;202008;352590;H;4930202;0;1;-1
284474;202008;352590;N;8121400;2;1;1
284852;202008;352590;R;9313100;1;1;0
285366;202008;352590;Q;8630503;1;0;1
285373;202008;352590;G;4751201;2;2;0
285581;202008;352590;G;4729699;0;1;-1
285863;202008;352590;G;4520005;20;6;14
286162;202008;352590;M;7120100;1;0;1
286441;202008;352590;N;8219999;2;1;1
286879;202008;352590;N;7911200;1;0;1
287045;202008;352590;M;7490105;1;0;1
287404;202008;352590;F;4120400;7;4;3
287618;202008;352590;M;7319003;0;1;-1
287621;202008;352590;H;4930202;0;1;-1
288130;202008;352590;H;4930202;0;3;-3
288461;202008;352590;G;4789004;0;1;-1
288493;202008;352590;F;4120400;2;0;2
288927;202008;352590;G;4541201;1;0;1
289828;202008;352590;F;4120400;2;1;1
289876;202008;352590;C;3250701;3;0;3
290909;202008;352590;G;4712100;0;1;-1
291247;202008;352590;G;4771702;3;1;2
291330;202008;352590;N;8299799;4;3;1
292120;202008;352590;G;4789099;1;0;1
292289;202008;352590;N;8211300;1;0;1
292953;202008;352590;Q;8630501;0;1;-1
293170;202008;352590;M;6920601;0;1;-1
293298;202008;352590;M;6920601;1;0;1
293649;202008;352590;G;4752100;0;3;-3
293989;202008;352590;F;4120400;2;1;1
294184;202008;352590;H;4930201;0;12;-12
294186;202008;352590;H;4930201;1;1;0
294201;202008;352590;H;4930202;0;2;-2
294508;202008;352590;I;5611201;1;2;-1
295013;202008;352590;G;4783102;0;1;-1
295318;202008;352590;I;5611201;0;1;-1
295551;202008;352590;M;7319003;1;0;1
295602;202008;352590;F;4399199;2;1;1
295776;202008;352590;Q;8711502;1;1;0
295794;202008;352590;G;4781400;0;1;-1
296675;202008;352590;H;4930203;1;0;1
296932;202008;352590;H;4930201;2;0;2
297515;202008;352590;G;4744001;1;0;1
298064;202008;352590;I;5611201;1;0;1
298369;202008;352590;S;9602501;0;1;-1
298610;202008;352590;G;4789001;0;1;-1
298910;202008;352590;G;4789004;1;1;0
298940;202008;352590;C;2823200;0;1;-1
299032;202008;352590;N;8011101;6;1;5
299760;202008;352590;G;4774100;2;0;2
299871;202008;352590;L;6822600;4;3;1
300579;202008;352590;F;4399199;1;0;1
300631;202008;352590;G;4781400;2;0;2
300918;202008;352590;F;4399103;2;0;2
301167;202008;352590;H;4930202;2;3;-1
301415;202008;352590;N;8111700;2;0;2
301747;202008;352590;N;7912100;0;1;-1
302535;202008;352590;G;4724500;1;3;-2
303371;202008;352590;S;9511800;1;0;1
303724;202008;352590;G;4723700;0;1;-1
304100;202008;352590;F;4321500;0;2;-2
304189;202008;352590;P;8593700;1;0;1
304243;202008;352590;N;8219999;1;0;1
305065;202008;352590;I;5611203;2;1;1
305169;202008;352590;H;5229002;1;1;0
305432;202008;352590;I;5611203;1;1;0
307508;202008;352590;C;2222600;2;2;0
308054;202008;352590;R;9001902;0;1;-1
308263;202008;352590;M;7119701;0;1;-1
308736;202008;352590;G;4771701;2;1;1
309524;202008;352590;G;4520001;0;1;-1
310532;202008;352590;F;4330402;2;0;2
310637;202008;352590;N;8220200;65;96;-31
310666;202008;352590;M;7490104;0;1;-1
311308;202008;352590;F;4399103;8;12;-4
311414;202008;352590;M;6920601;0;1;-1
312319;202008;352590;J;6202300;0;1;-1
312909;202008;352590;I;5611201;0;2;-2
312979;202008;352590;H;4930202;1;0;1
313159;202008;352590;S;9602501;0;1;-1
313248;202008;352590;F;4313400;0;2;-2
313962;202008;352590;S;9602502;0;1;-1
314064;202008;352590;M;6920601;1;0;1
314808;202008;352590;P;8541400;0;1;-1
315166;202008;352590;I;5611201;0;1;-1
315288;202008;352590;J;6204000;0;2;-2
315697;202008;352590;M;7119703;2;0;2
316849;202008;352590;G;4761001;2;0;2
317633;202008;352590;I;5611203;0;1;-1
318007;202008;352590;P;8593700;2;1;1
318258;202008;352590;G;4520002;1;0;1
318309;202008;352590;N;8130300;11;1;10
318403;202008;352590;G;4652400;9;4;5
318404;202008;352590;G;4752100;0;1;-1
318405;202008;352590;G;4752100;1;0;1
318532;202008;352590;F;4321500;2;0;2
318627;202008;352590;F;4120400;45;11;34
318900;202008;352590;C;2222600;5;0;5
319008;202008;352590;G;4751201;1;0;1
320148;202008;352590;F;4330405;8;1;7
320461;202008;352590;G;4530703;0;1;-1
321098;202008;352590;H;4930201;0;2;-2
321187;202008;352590;G;4721102;0;2;-2
321308;202008;352590;G;4721102;0;1;-1
322097;202008;352590;I;5620104;0;1;-1
323435;202008;352590;S;9511800;1;0;1
323443;202008;352590;M;7319003;1;2;-1
323760;202008;352590;H;4930202;0;3;-3
324334;202008;352590;H;4930202;8;8;0
324473;202008;352590;Q;8712300;9;7;2
326214;202008;352590;I;5611203;1;0;1
326818;202008;352590;H;4930201;1;0;1
326883;202008;352590;P;8550302;0;2;-2
327711;202008;352590;L;6810202;0;2;-2
327949;202008;352590;N;8111700;1;2;-1
328230;202008;352590;S;9602502;0;1;-1
329152;202008;352590;G;4663000;1;1;0
329600;202008;352590;P;8512100;0;1;-1
330872;202008;352590;G;4781400;1;0;1
331246;202008;352590;G;4731800;1;1;0
331925;202008;352590;I;5611201;0;1;-1
332019;202008;352590;G;4781400;0;2;-2
332058;202008;352590;C;2949299;0;2;-2
333029;202008;352590;G;4713002;1;0;1
333560;202008;352590;J;6204000;0;1;-1
333776;202008;352590;G;4669999;4;2;2
334973;202008;352590;J;6311900;0;1;-1
335388;202008;352590;G;4754701;1;1;0
336877;202008;352590;N;8211300;1;0;1
337666;202008;352590;G;4789099;0;2;-2
337818;202008;352590;I;5611201;0;2;-2
338319;202008;352590;H;4930202;4;6;-2
339170;202008;352590;L;6810202;0;1;-1
339293;202008;352590;N;8121400;1;4;-3
339323;202008;352590;S;9512600;1;0;1
339436;202008;352590;G;4789001;1;1;0
339537;202008;352590;G;4763601;1;1;0
339804;202008;352590;N;8130300;1;0;1
339885;202008;352590;F;4399199;1;1;0
340170;202008;352590;G;4789003;1;0;1
340754;202008;352590;I;5611203;0;1;-1
340897;202008;352590;H;4930202;1;1;0
340984;202008;352590;G;4781400;0;1;-1
341453;202008;352590;P;8511200;0;1;-1
341802;202008;352590;N;8299799;0;2;-2
342524;202008;352590;Q;8630504;2;1;1
342984;202008;352590;G;4645101;0;1;-1
344624;202008;352590;G;4722901;1;0;1
344813;202008;352590;G;4721102;0;2;-2
345275;202008;352590;L;6822600;0;1;-1
345454;202008;352590;N;8299799;1;0;1
345699;202008;352590;G;4729699;1;0;1
345745;202008;352590;I;5611201;0;2;-2
345855;202008;352590;S;9602502;2;1;1
346145;202008;352590;M;6920601;1;0;1
346427;202008;352590;G;4744099;1;0;1
346639;202008;352590;M;7112000;1;3;-2
346805;202008;352590;S;9609208;1;0;1
346978;202008;352590;H;5212500;4;11;-7
347083;202008;352590;G;4731800;0;1;-1
347160;202008;352590;C;1412601;1;10;-9
347471;202008;352590;P;8599603;0;1;-1
347968;202008;352590;C;2950600;1;0;1
348027;202008;352590;G;4511101;0;1;-1
348165;202008;352590;M;7119701;0;1;-1
348208;202008;352590;G;4744001;0;2;-2
348471;202008;352590;F;4330403;5;1;4
348734;202008;352590;G;4511101;1;0;1
348953;202008;352590;F;4120400;0;1;-1
349474;202008;352590;Q;8630504;1;0;1
349495;202008;352590;C;3314719;1;1;0
349812;202008;352590;G;4731800;1;0;1
349965;202008;352590;R;9313100;1;0;1
350329;202008;352590;M;7020400;0;1;-1
350379;202008;352590;P;8599604;1;1;0
350392;202008;352590;N;8211300;1;0;1
350585;202008;352590;N;8211300;1;0;1
350586;202008;352590;L;6821801;1;0;1
350665;202008;352590;M;7120100;1;0;1
350930;202008;352590;G;4729699;25;7;18
351029;202008;352590;F;4313400;1;0;1
351599;202008;352590;I;5611201;1;1;0
352434;202008;352590;H;4930202;1;0;1
352555;202008;352590;F;4291000;3;3;0
352988;202008;352590;G;4679699;0;2;-2
353635;202008;352590;G;4789099;1;0;1
353709;202008;352590;F;4120400;1;0;1
353952;202008;352590;I;5620101;6;2;4
353954;202008;352590;I;5620101;3;4;-1
353955;202008;352590;I;5620101;3;3;0
353956;202008;352590;I;5620101;1;0;1
354221;202008;352590;G;4742300;0;2;-2
354823;202008;352590;S;9529105;1;0;1
354864;202008;352590;G;4753900;1;2;-1
354955;202008;352590;C;3314708;2;0;2
355498;202008;352590;S;9521500;2;0;2
355897;202008;352590;G;4646001;0;2;-2
356104;202008;352590;H;5211701;4;4;0
356566;202008;352590;P;8512100;0;3;-3
356721;202008;352590;M;7490104;1;0;1
357188;202008;352590;G;4754701;0;1;-1
357393;202008;352590;N;8220200;85;97;-12
357479;202008;352590;G;4729699;0;1;-1
357858;202008;352590;J;6209100;2;3;-1
358182;202008;352590;N;8219901;0;2;-2
358492;202008;352590;G;4783101;0;3;-3
358738;202008;352590;I;5611201;2;0;2
358827;202008;352590;C;2229399;0;1;-1
359521;202008;352590;G;4772500;0;4;-4
359753;202008;352590;H;4930202;4;0;4
359833;202008;352590;I;5620104;0;1;-1
360525;202008;352590;F;4120400;1;0;1
360752;202008;352590;Q;8630502;1;0;1
360828;202008;352590;F;4221904;5;4;1
360889;202008;352590;I;5611201;0;1;-1
360986;202008;352590;P;8513900;6;0;6
362503;202008;352590;G;4679603;3;1;2
362758;202008;352590;N;8299799;11;7;4
362822;202008;352590;N;8111700;8;6;2
362912;202008;352590;P;8511200;0;2;-2
362961;202008;352590;G;4754703;1;0;1
363090;202008;352590;G;4633801;0;1;-1
363195;202008;352590;H;4930202;1;3;-2
363423;202008;352590;F;4110700;0;1;-1
363427;202008;352590;G;4530703;2;0;2
363741;202008;352590;G;4753900;1;1;0
364265;202008;352590;G;4711302;2;1;1
364638;202008;352590;C;2391503;1;0;1
364640;202008;352590;G;4753900;0;1;-1
364941;202008;352590;P;8599604;7;6;1
365972;202008;352590;G;4639701;14;5;9
366350;202008;352590;N;8111700;0;2;-2
366600;202008;352590;M;6911701;0;1;-1
366669;202008;352590;F;4330499;0;1;-1
366821;202008;352590;N;8299799;1;0;1
366827;202008;352590;C;3313999;2;0;2
366828;202008;352590;C;3313999;0;1;-1
366913;202008;352590;C;1095300;4;6;-2
367526;202008;352590;J;5813100;0;3;-3
367847;202008;352590;G;4753900;4;6;-2
368167;202008;352590;N;8291100;1;1;0
369108;202008;352590;G;4759899;0;1;-1
369423;202008;352590;G;4757100;1;0;1
369729;202008;352590;H;4930201;3;0;3
369803;202008;352590;N;8219999;1;0;1
370288;202008;352590;C;2943300;1;0;1
370527;202008;352590;J;6209100;1;1;0
371032;202008;352590;I;5611201;1;0;1
371415;202008;352590;F;4312600;1;0;1
371596;202008;352590;Q;8630503;0;1;-1
371679;202008;352590;G;4712100;0;1;-1
371755;202008;352590;I;5611203;0;1;-1
371757;202008;352590;I;5611203;0;1;-1
371758;202008;352590;I;5611203;0;1;-1
371760;202008;352590;I;5611203;0;5;-5
372916;202008;352590;G;4789099;1;0;1
373302;202008;352590;G;4781400;2;0;2
373679;202008;352590;G;4729699;0;2;-2
373771;202008;352590;Q;8630503;0;2;-2
375271;202008;352590;Q;8711502;2;3;-1
375893;202008;352590;Q;8630506;0;1;-1
376925;202008;352590;N;8211300;0;1;-1
377734;202008;352590;N;8112500;1;1;0
377791;202008;352590;C;2943300;1;1;0
377825;202008;352590;G;4724500;1;0;1
378742;202008;352590;I;5611201;0;1;-1
378887;202008;352590;M;6920601;1;0;1
378946;202008;352590;F;4330404;0;2;-2
379340;202008;352590;I;5611203;0;4;-4
379622;202008;352590;P;8599603;1;0;1
379732;202008;352590;G;4633801;0;1;-1
379902;202008;352590;G;4781400;1;0;1
380372;202008;352590;I;5611201;6;0;6
380650;202008;352590;P;8593700;0;1;-1
380744;202008;352590;M;6911701;0;1;-1
381721;202008;352590;G;4759899;2;0;2
382228;202008;352590;G;4781400;0;1;-1
382417;202008;352590;H;5212500;1;12;-11
382459;202008;352590;I;5611201;0;2;-2
383274;202008;352590;C;2542000;0;1;-1
384181;202008;352590;G;4789004;0;1;-1
384460;202008;352590;C;3299003;1;0;1
384850;202008;352590;G;4773300;0;1;-1
385567;202008;352590;C;1069400;5;1;4
385970;202008;352590;G;4530703;0;1;-1
386099;202008;352590;G;4530703;1;0;1
386876;202008;352590;G;4789099;0;1;-1
387061;202008;352590;G;4744005;0;1;-1
387762;202008;352590;G;4789099;0;2;-2
387872;202008;352590;H;5250804;5;5;0
388098;202008;352590;G;4774100;1;0;1
388219;202008;352590;C;1821100;1;0;1
388619;202008;352590;K;6622300;0;2;-2
388634;202008;352590;J;6202300;1;1;0
388750;202008;352590;I;5611201;0;1;-1
388757;202008;352590;H;5223100;1;1;0
389875;202008;352590;S;9511800;2;0;2
390154;202008;352590;R;9313100;3;1;2
390434;202008;352590;G;4721104;1;0;1
391006;202008;352590;G;4520006;1;1;0
391153;202008;352590;N;8111700;3;1;2
391664;202008;352590;H;4930201;1;0;1
392552;202008;352590;M;7319003;6;0;6
393253;202008;352590;G;4723700;1;0;1
393440;202008;352590;Q;8630503;0;1;-1
393446;202008;352590;C;3313901;4;0;4
393553;202008;352590;J;6319400;0;1;-1
393642;202008;352590;A;121101;0;1;-1
394149;202008;352590;C;2071100;0;1;-1
394378;202008;352590;I;5611203;1;0;1
394972;202008;352590;F;4330403;1;4;-3
394974;202008;352590;F;4292801;2;2;0
395291;202008;352590;H;4930202;3;1;2
395483;202008;352590;S;9601701;1;1;0
395612;202008;352590;G;4729699;2;1;1
395859;202008;352590;I;5611201;0;1;-1
395900;202008;352590;Q;8630503;0;1;-1
396583;202008;352590;N;8211300;1;0;1
396949;202008;352590;N;8299799;0;1;-1
397721;202008;352590;H;4930202;6;3;3
397885;202008;352590;K;6462000;2;4;-2
397988;202008;352590;G;4789004;1;0;1
398294;202008;352590;G;4789004;1;0;1
399599;202008;352590;M;7112000;2;0;2
399901;202008;352590;R;9313100;1;0;1
400986;202008;352590;G;4722901;0;1;-1
401511;202008;352590;G;4687702;0;1;-1
401552;202008;352590;N;8111700;1;1;0
401593;202008;352590;G;4713001;2;0;2
401907;202008;352590;I;5611201;0;1;-1
402819;202008;352590;Q;8630501;1;0;1
403063;202008;352590;Q;8640202;5;1;4
403075;202008;352590;G;4711302;0;1;-1
403412;202008;352590;N;7820500;1;0;1
403461;202008;352590;F;4399101;0;2;-2
404112;202008;352590;N;8121400;1;0;1
404358;202008;352590;N;8219999;0;2;-2
404387;202008;352590;N;7729299;0;3;-3
405926;202008;352590;F;4330404;0;1;-1
406132;202008;352590;I;5611203;0;1;-1
407102;202008;352590;N;7739099;3;2;1
407446;202008;352590;P;8599604;0;2;-2
407625;202008;352590;I;5611203;0;1;-1
407977;202008;352590;M;7112000;0;1;-1
408218;202008;352590;G;4633801;1;0;1
408651;202008;352590;N;8121400;0;1;-1
409057;202008;352590;H;5240101;0;1;-1
409250;202008;352590;S;9602502;0;1;-1
410486;202008;352590;Q;8640202;1;0;1
410548;202008;352590;Q;8630504;3;1;2
410888;202008;352590;Q;8630504;1;1;0
411635;202008;352590;S;9602501;0;1;-1
411730;202008;352590;I;5620102;0;1;-1
412601;202008;352590;I;5620104;1;0;1
412615;202008;352590;N;8111700;0;2;-2
413113;202008;352590;G;4729699;0;1;-1
413295;202008;352590;I;5620104;0;1;-1
413815;202008;352590;F;4120400;9;5;4
413965;202008;352590;G;4789099;1;0;1
415053;202008;352590;F;4322302;0;1;-1
415088;202008;352590;H;5212500;8;15;-7
415364;202008;352590;C;1053800;7;5;2
415545;202008;352590;G;4752100;1;0;1
415547;202008;352590;G;4729699;1;0;1
415689;202008;352590;S;9511800;1;0;1
416442;202008;352590;I;5611203;0;1;-1
416514;202008;352590;F;4391600;0;3;-3
416768;202008;352590;G;4530705;0;1;-1
416968;202008;352590;C;1091102;1;0;1
417699;202008;352590;G;4712100;0;1;-1
417785;202008;352590;I;5611201;0;1;-1
417880;202008;352590;G;4712100;1;0;1
418054;202008;352590;S;9603304;3;0;3
418174;202008;352590;G;4789099;3;0;3
418175;202008;352590;G;4789099;0;1;-1
418226;202008;352590;G;4744002;1;0;1
418776;202008;352590;F;4399103;0;1;-1
418969;202008;352590;G;4782201;1;0;1
419560;202008;352590;G;4772500;7;0;7
419624;202008;352590;I;5611203;0;2;-2
421097;202008;352590;G;4789099;5;2;3
421136;202008;352590;G;4781400;2;0;2
421137;202008;352590;G;4781400;0;1;-1
421516;202008;352590;F;4399199;1;0;1
421640;202008;352590;H;4930201;0;1;-1
421706;202008;352590;G;4781400;0;2;-2
422160;202008;352590;J;6209100;0;1;-1
422534;202008;352590;G;4721102;1;2;-1
423583;202008;352590;I;5611201;1;0;1
423819;202008;352590;H;5211799;0;4;-4
424208;202008;352590;N;8291100;4;5;-1
424333;202008;352590;N;8211300;1;0;1
424524;202008;352590;K;6491300;0;1;-1
424841;202008;352590;G;4789004;1;1;0
425157;202008;352590;I;5611201;0;1;-1
426126;202008;352590;G;4511101;2;0;2
426178;202008;352590;S;9499500;1;0;1
426589;202008;352590;H;4930202;1;0;1
427113;202008;352590;N;8299799;1;1;0
427320;202008;352590;P;8511200;0;2;-2
427372;202008;352590;G;4530705;1;0;1
427503;202008;352590;S;9601701;0;1;-1
427506;202008;352590;G;4721104;0;1;-1
427550;202008;352590;G;4772500;0;1;-1
427678;202008;352590;F;4321500;0;1;-1
427724;202008;352590;I;5611203;0;1;-1
427890;202008;352590;G;4723700;1;0;1
428303;202008;352590;J;6110803;1;0;1
428717;202008;352590;N;8291100;1;0;1
429672;202008;352590;S;9601703;9;5;4
430239;202008;352590;C;3314799;0;2;-2
431457;202008;352590;N;8211300;0;1;-1
431821;202008;352590;G;4781400;0;1;-1
432196;202008;352590;G;4784900;1;0;1
433629;202008;352590;P;8512100;1;0;1
433764;202008;352590;I;5611201;0;1;-1
433765;202008;352590;I;5611201;1;0;1
433851;202008;352590;M;7112000;8;1;7
435295;202008;352590;G;4520001;2;0;2
435303;202008;352590;F;4299599;0;3;-3
435459;202008;352590;G;4711301;9;9;0
435607;202008;352590;L;6821802;0;1;-1
435792;202008;352590;F;4321500;2;1;1
436002;202008;352590;G;4781400;0;2;-2
436299;202008;352590;I;5611201;0;2;-2
437135;202008;352590;I;5620104;1;0;1
438091;202008;352590;G;4691500;1;0;1
438294;202008;352590;G;4711302;2;0;2
438840;202008;352590;R;9313100;0;2;-2
439158;202008;352590;S;9511800;0;1;-1
439260;202008;352590;Q;8640299;1;0;1
439537;202008;352590;E;3811400;2;0;2
440848;202008;352590;G;4781400;0;2;-2
440918;202008;352590;G;4781400;2;2;0
441283;202008;352590;P;8513900;1;0;1
441404;202008;352590;C;1412602;0;1;-1
441536;202008;352590;M;7112000;0;1;-1
442011;202008;352590;H;5320202;0;1;-1
442254;202008;352590;G;4530703;1;0;1
442859;202008;352590;G;4530702;2;1;1
442886;202008;352590;P;8593700;1;2;-1
443779;202008;352590;J;6209100;1;0;1
444717;202008;352590;N;7810800;6;4;2
444927;202008;352590;N;8121400;0;1;-1
445553;202008;352590;F;4299599;0;2;-2
446414;202008;352590;N;7739099;3;4;-1
446514;202008;352590;G;4752100;1;1;0
446583;202008;352590;G;4713002;0;1;-1
446705;202008;352590;G;4637199;3;1;2
446709;202008;352590;N;7739099;0;1;-1
448000;202008;352590;S;9602502;0;2;-2
448506;202008;352590;P;8599604;3;1;2
448801;202008;352590;G;4771701;1;0;1
449492;202008;352590;Q;8630503;3;0;3
449786;202008;352590;K;6622300;1;0;1
450694;202008;352590;N;7732201;2;2;0
450817;202008;352590;N;8111700;0;1;-1
451340;202008;352590;H;4930201;0;1;-1
451429;202008;352590;C;2222600;3;2;1
451494;202008;352590;M;7319002;0;2;-2
451938;202008;352590;H;5229099;0;3;-3
452485;202008;352590;G;4722902;1;0;1
452703;202008;352590;H;5223100;3;3;0
452921;202008;352590;G;4641901;1;0;1
453465;202008;352590;I;5620104;1;0;1
453773;202008;352590;I;5611203;0;1;-1
453977;202008;352590;C;1413401;1;0;1
454251;202008;352590;G;4781400;0;1;-1
455271;202008;352590;G;4713002;2;0;2
455496;202008;352590;G;4789002;1;0;1
455796;202008;352590;N;8211300;0;1;-1
457024;202008;352590;G;4742300;1;0;1
457055;202008;352590;G;4763602;0;1;-1
457559;202008;352590;M;7319002;1;0;1
459104;202008;352590;G;4742300;1;0;1
459427;202008;352590;G;4711302;0;1;-1
459788;202008;352590;S;9602501;1;0;1
459957;202008;352590;I;5620103;0;6;-6
459958;202008;352590;I;5620103;0;3;-3
459959;202008;352590;I;5620103;0;2;-2
460519;202008;352590;R;9313100;0;1;-1
461946;202008;352590;P;8520100;0;1;-1
462309;202008;352590;G;4752100;1;1;0
462429;202008;352590;H;4930202;8;6;2
463163;202008;352590;I;5611201;0;1;-1
463165;202008;352590;I;5611201;0;1;-1
463701;202008;352590;I;5611201;2;0;2
464013;202008;352590;I;5620103;0;1;-1
464094;202008;352590;F;4313400;3;0;3
464107;202008;352590;G;4530703;0;1;-1
465065;202008;352590;H;4930202;2;2;0
465330;202008;352590;N;7911200;0;1;-1
465634;202008;352590;N;8111700;7;1;6
465998;202008;352590;A;163600;240;13;227
466035;202008;352590;H;4930202;2;2;0
466424;202008;352590;N;8219999;1;0;1
466512;202008;352590;C;3314707;1;0;1
467525;202008;352590;H;4930201;3;0;3
467685;202008;352590;M;7119701;1;0;1
467840;202008;352590;G;4754701;2;0;2
468252;202008;352590;N;8211300;2;0;2
468841;202008;352590;N;8230001;1;1;0
468917;202008;352590;G;4711302;0;1;-1
469060;202008;352590;N;7722500;0;2;-2
469921;202008;352590;I;5611201;0;2;-2
470016;202008;352590;G;4753900;0;1;-1
470165;202008;352590;G;4753900;30;49;-19
470166;202008;352590;G;4753900;0;2;-2
470167;202008;352590;G;4753900;0;1;-1
470471;202008;352590;G;4753900;8;5;3
470524;202008;352590;G;4753900;0;1;-1
471003;202008;352590;G;4712100;2;2;0
471004;202008;352590;G;4712100;4;0;4
471285;202008;352590;I;5620104;1;0;1
471960;202008;352590;C;1013901;4;1;3
472404;202008;352590;H;4930202;15;20;-5
473164;202008;352590;H;4930202;2;0;2
473876;202008;352590;G;4752100;1;1;0
474126;202008;352590;I;5611201;2;2;0
474475;202008;352590;G;4781400;2;0;2
474616;202008;352590;F;4330404;1;1;0
475267;202008;352590;F;4330404;0;1;-1
475357;202008;352590;G;4684299;2;0;2
475735;202008;352590;G;4520002;1;0;1
476906;202008;352590;F;4292801;0;1;-1
477469;202008;352590;C;3321000;0;2;-2
478004;202008;352590;C;2812700;0;29;-29
478830;202008;352590;H;4930201;0;1;-1
479462;202008;352590;G;4729699;0;1;-1
479930;202008;352590;G;4723700;0;1;-1
479959;202008;352590;P;8599603;0;1;-1
480010;202008;352590;P;8513900;0;1;-1
480049;202008;352590;I;5611201;0;3;-3
480234;202008;352590;I;5611203;0;1;-1
480248;202008;352590;C;3312103;2;0;2
481860;202008;352590;I;5620103;0;1;-1
481884;202008;352590;P;8512100;0;1;-1
482499;202008;352590;G;4774100;1;0;1
482767;202008;352590;Q;8630504;1;2;-1
483353;202008;352590;G;4752100;1;0;1
483707;202008;352590;G;4520001;1;1;0
486178;202008;352590;G;4712100;0;1;-1
486210;202008;352590;G;4687703;1;0;1
486485;202008;352590;F;4299599;0;1;-1
486667;202008;352590;P;8532500;1;0;1
486778;202008;352590;N;8112500;1;0;1
487078;202008;352590;N;8020001;3;0;3
488647;202008;352590;G;4785799;4;1;3
489464;202008;352590;I;5611201;2;0;2
489608;202008;352590;H;5229099;20;6;14
490080;202008;352590;C;1096100;1;0;1
490144;202008;352590;P;8593700;0;1;-1
490433;202008;352590;Q;8630504;2;0;2
491246;202008;352590;G;4771701;1;0;1
491327;202008;352590;G;4789004;1;0;1
491545;202008;352590;F;4120400;7;0;7
492358;202008;352590;I;5611202;0;1;-1
492410;202008;352590;G;4669999;3;1;2
492424;202008;352590;F;4399101;1;0;1
492469;202008;352590;G;4729602;3;2;1
492900;202008;352590;M;7112000;3;0;3
493089;202008;352590;I;5611201;0;1;-1
493444;202008;352590;S;9602501;0;1;-1
493705;202008;352590;H;4930202;2;2;0
493768;202008;352590;I;5611203;0;1;-1
493779;202008;352590;F;4321500;0;1;-1
494482;202008;352590;C;3299003;1;0;1
494643;202008;352590;C;2599302;8;7;1
494795;202008;352590;G;4772500;0;1;-1
495493;202008;352590;I;5611201;0;1;-1
496023;202008;352590;G;4782201;3;0;3
496105;202008;352590;G;4771701;1;0;1
496375;202008;352590;I;5620104;1;0;1
496526;202008;352590;G;4761001;1;0;1
496838;202008;352590;N;8230001;0;1;-1
497182;202008;352590;Q;8630504;1;0;1
497451;202008;352590;C;1091102;1;0;1
497480;202008;352590;I;5620101;0;2;-2
497954;202008;352590;J;6190602;1;0;1
498070;202008;352590;G;4771701;1;1;0
498089;202008;352590;N;8230001;19;0;19
498994;202008;352590;I;5611201;0;1;-1
499049;202008;352590;C;3314799;1;0;1
499050;202008;352590;G;4774100;2;0;2
499111;202008;352590;G;4781400;1;1;0
499408;202008;352590;G;4721102;0;1;-1
500034;202008;352590;I;5611201;1;1;0
500370;202008;352590;G;4635402;0;1;-1
500506;202008;352590;G;4774100;2;0;2
501855;202008;352590;N;8211300;2;2;0
501934;202008;352590;R;9319199;12;0;12
502476;202008;352590;N;7810800;0;1;-1
503310;202008;352590;I;5611201;0;1;-1
503527;202008;352590;G;4744099;1;0;1
504279;202008;352590;H;5320201;0;1;-1
506320;202008;352590;G;4781400;1;0;1
506518;202008;352590;S;9601701;1;0;1
506813;202008;352590;N;7739002;1;0;1
507080;202008;352590;K;6492100;2;0;2
507747;202008;352590;J;6203100;1;0;1
507850;202008;352590;I;5611201;10;0;10
508566;202008;352590;G;4781400;1;0;1
508633;202008;352590;N;8121400;0;1;-1
508672;202008;352590;N;8111700;0;4;-4
508734;202008;352590;I;5620104;0;1;-1
510622;202008;352590;I;5611203;1;1;0
510847;202008;352590;G;4723700;1;0;1
511348;202008;352590;Q;8711502;2;0;2
511645;202008;352590;G;4520001;2;0;2
513776;202008;352590;G;4721104;2;0;2
514016;202008;352590;Q;8650003;1;0;1
514095;202008;352590;G;4761003;1;0;1
514239;202008;352590;M;7319002;3;1;2
514542;202008;352590;I;5620104;1;1;0
514708;202008;352590;C;3329501;1;0;1
515136;202008;352590;G;4754701;2;0;2
515723;202008;352590;N;8111700;6;2;4
515844;202008;352590;F;4120400;6;0;6
516573;202008;352590;N;8211300;6;0;6
517190;202008;352590;G;4742300;4;0;4
517439;202008;352590;G;4744001;2;0;2
517780;202008;352590;H;4930202;2;0;2
518448;202008;352590;I;5611203;2;0;2
518681;202008;352590;H;5320201;2;0;2
518914;202008;352590;G;4721104;2;0;2
519078;202008;352590;G;4789001;2;0;2
520395;202008;352590;C;1095300;3;0;3
520413;202008;352590;I;5611201;1;0;1
520584;202008;352590;G;4752100;1;0;1
520690;202008;352590;G;4773300;3;0;3
522950;202008;352590;P;8599604;3;1;2
523160;202008;352590;F;4222701;7;1;6
523213;202008;352590;I;5611201;0;2;-2
524693;202008;352590;J;6141800;0;1;-1
527977;202008;352590;C;1813099;4;2;2
528068;202008;352590;G;4711302;0;1;-1
